City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Pomabamba,PE,-8.8333,-77.4667,53.2,58,88,6.89,overcast clouds
351,Manuk Mangkaw,PH,4.8,119.85,84.42,74,45,9.86,scattered clouds
352,College,US,64.8569,-147.8028,61.81,80,75,3.44,broken clouds
353,Dalianwan,CN,39.0286,121.695,71.64,94,40,6.71,scattered clouds
354,Ola,RU,59.5833,151.2833,47.68,65,39,18.19,scattered clouds
355,Kimbe,PG,-5.5502,150.1429,74.97,91,93,4.94,overcast clouds
356,Casper,US,42.8666,-106.3131,74.5,53,1,1.99,haze
357,Lompoc,US,34.6391,-120.4579,71.1,84,90,3.44,overcast clouds
358,Nemuro,JP,43.3236,145.575,65.17,99,100,11.25,overcast clouds
359,Dargaville,NZ,-35.9333,173.8833,50.49,91,22,4.85,few clouds
360,Eenhana,NA,-17.4667,16.3333,76.75,17,0,7.25,clear sky
361,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.96,77,1,21.85,clear sky
362,Niteroi,BR,-22.8833,-43.1036,73.29,55,20,9.22,few clouds
363,San Jose De Gracia,MX,20.6667,-102.5833,71.49,60,8,2.08,clear sky
364,Turkan,AZ,40.3639,50.215,82.58,51,0,6.91,clear sky
365,Awbari,LY,26.5921,12.7805,103.28,7,0,8.86,clear sky
366,Havelock,US,34.8791,-76.9013,88.03,90,87,7.56,overcast clouds
367,Cabo San Lucas,MX,22.8909,-109.9124,91.81,68,40,1.99,scattered clouds
368,Bud,US,39.447,-86.1758,75.24,82,9,10.78,clear sky
369,Umm Kaddadah,SD,13.6017,26.6876,93.52,32,43,9.26,scattered clouds
370,Torbay,CA,47.6666,-52.7314,72.37,62,20,23.02,few clouds
371,Nicoya,CR,10.1483,-85.452,87.35,71,24,7.29,few clouds
372,Straumen,NO,63.8709,11.2999,57.61,72,81,11.65,broken clouds
373,Corowa,AU,-36.0333,146.3833,40.28,90,0,4.74,clear sky
374,Karwar,IN,14.8,74.1333,78.93,83,92,13.0,overcast clouds
375,Gulabpura,IN,25.9,74.6667,74.35,88,100,8.14,moderate rain
376,Katakwi,UG,1.8911,33.9661,71.4,63,99,5.68,light rain
377,Korla,CN,41.7597,86.1469,81.88,16,96,10.56,overcast clouds
378,Port Lincoln,AU,-34.7333,135.8667,51.67,53,1,17.92,clear sky
379,Odweyne,SO,9.4092,45.064,79.43,39,98,23.78,overcast clouds
380,Opotiki,NZ,-38.0833,177.2833,43.39,88,93,4.97,overcast clouds
381,At-Bashi,KG,41.1702,75.8106,61.92,60,100,2.15,overcast clouds
382,Manacapuru,BR,-3.2997,-60.6206,79.38,39,78,3.56,broken clouds
383,Yazman,PK,29.1212,71.7446,92.75,51,8,34.4,clear sky
384,Upata,VE,8.0086,-62.3989,84.24,58,9,6.26,clear sky
385,Poya,NC,-21.35,165.15,63.19,61,69,5.84,broken clouds
386,Maxixe,MZ,-23.8597,35.3472,65.35,72,0,6.24,clear sky
387,Qianan,CN,44.9932,124.0581,68.88,79,100,10.69,overcast clouds
388,High Level,CA,58.5169,-117.136,73.51,73,20,2.3,few clouds
389,Santa Maria,BR,-29.6842,-53.8069,63.7,59,0,2.3,clear sky
390,Russell,US,32.3502,-85.1999,89.51,70,1,10.36,clear sky
391,Cabedelo,BR,-6.9811,-34.8339,81.27,73,28,23.94,scattered clouds
392,Ust-Nera,RU,64.5667,143.2,44.85,79,1,6.38,clear sky
393,Palmas,BR,-10.2128,-48.3603,89.47,35,0,10.36,clear sky
394,Maniitsoq,GL,65.4167,-52.9,50.59,76,18,5.26,few clouds
395,Port Arthur,CN,38.8,121.2667,71.82,58,0,5.57,clear sky
396,Wabash,US,40.7978,-85.8205,77.41,75,1,13.09,clear sky
397,Pisco,PE,-13.7,-76.2167,64.02,82,90,6.91,mist
398,Tiznit,MA,29.5833,-9.5,87.4,26,0,9.53,clear sky
399,Nkhotakota,MW,-12.9274,34.2961,70.21,63,18,6.78,few clouds
400,Port Blair,IN,11.6667,92.75,81.9,82,100,18.86,overcast clouds
401,Porto Novo,BJ,6.4965,2.6036,82.92,61,69,12.03,broken clouds
402,Pontes E Lacerda,BR,-15.2261,-59.3353,89.65,17,0,8.25,clear sky
403,Srednekolymsk,RU,67.45,153.6833,37.9,74,100,9.33,overcast clouds
404,Adwa,ET,14.1646,38.8955,66.61,79,63,4.27,broken clouds
405,Aripuana,BR,-9.1667,-60.6333,93.94,21,0,5.68,clear sky
406,Concordia,AR,-31.393,-58.0209,62.78,65,0,11.99,clear sky
407,Bayan,CN,46.0833,127.4,66.16,97,100,6.76,light rain
408,Halifax,CA,44.6453,-63.5724,76.51,53,31,1.99,scattered clouds
409,Pandan,PH,14.0453,124.1694,82.94,79,100,13.65,overcast clouds
410,Qaqortoq,GL,60.7167,-46.0333,57.7,68,100,6.6,overcast clouds
411,Prado,BR,-17.3411,-39.2208,72.34,55,100,13.53,overcast clouds
412,Karlshamn,SE,56.1706,14.8619,69.91,57,100,8.41,overcast clouds
413,Trunovskoye,RU,45.4878,42.1358,93.6,23,0,7.14,clear sky
414,Waddan,LY,29.1614,16.139,105.04,6,0,15.9,clear sky
415,Vestmannaeyjar,IS,63.4427,-20.2734,54.34,94,100,6.35,overcast clouds
416,Westport,US,41.1415,-73.3579,79.09,68,1,3.0,clear sky
417,Rancho Palos Verdes,US,33.7445,-118.387,86.67,82,1,3.0,clear sky
418,Anchorage,US,61.2181,-149.9003,58.98,83,1,0.0,clear sky
419,Caconda,AO,-13.7333,15.0667,76.8,15,0,1.05,clear sky
420,Srivardhan,IN,18.0333,73.0167,80.51,85,100,16.64,overcast clouds
421,Quatre Cocos,MU,-20.2078,57.7625,69.91,75,48,18.41,light rain
422,Aquiraz,BR,-3.9014,-38.3911,88.21,50,67,14.67,broken clouds
423,Assiniboia,CA,49.6334,-105.9845,82.31,24,0,8.05,clear sky
424,Sitka,US,57.0531,-135.33,60.69,82,90,3.44,mist
425,Henties Bay,NA,-22.116,14.2845,74.86,44,0,11.95,clear sky
426,Preobrazheniye,RU,42.9019,133.9064,70.11,90,93,15.7,overcast clouds
427,Gasa,PS,31.5,34.4667,87.91,53,0,9.26,clear sky
428,Kidodi,TZ,-7.6036,37.0044,71.06,70,64,2.37,broken clouds
429,Constantine,DZ,36.365,6.6147,89.01,40,0,14.97,clear sky
430,Bouna,CI,9.2667,-3.0,82.26,65,93,8.68,light rain
431,Mgandu,TZ,-5.95,34.1333,69.62,38,76,9.33,broken clouds
432,Kovur,IN,14.4833,79.9833,92.28,40,98,19.42,overcast clouds
433,Makakilo City,US,21.3469,-158.0858,77.32,64,40,6.91,scattered clouds
434,Valparaiso,CL,-33.0393,-71.6273,71.83,53,0,4.61,clear sky
435,Tezu,IN,27.9167,96.1667,77.05,94,11,3.58,few clouds
436,Hukuntsi,BW,-24.0,21.75,62.17,20,0,5.82,clear sky
437,Warkworth,NZ,-36.4,174.6667,54.91,93,42,6.24,scattered clouds
438,Kinablangan,PH,7.6947,126.5503,79.68,84,100,4.72,heavy intensity rain
439,Lagoa,PT,39.05,-27.9833,71.87,92,17,16.46,few clouds
440,Ciudad Bolivar,VE,8.1222,-63.5497,86.43,61,25,7.05,scattered clouds
441,Kurilsk,RU,45.2333,147.8833,59.43,93,80,8.1,broken clouds
442,Ketchikan,US,55.3422,-131.6461,61.27,82,90,9.22,overcast clouds
443,Alyangula,AU,-13.8483,136.4192,64.27,100,40,0.0,scattered clouds
444,Bonavista,CA,48.6499,-53.1147,75.2,69,52,15.73,broken clouds
445,Naze,JP,28.3667,129.4833,78.94,88,73,13.18,broken clouds
446,Egvekinot,RU,66.3167,-179.1667,38.1,77,100,2.75,overcast clouds
447,Moron,AR,-34.6534,-58.6198,62.29,44,0,3.76,clear sky
448,Cabra,ES,37.4725,-4.4421,89.04,20,99,1.99,overcast clouds
449,Sovik,NO,65.9333,12.4667,54.12,81,75,10.0,broken clouds
450,Coihaique,CL,-45.5752,-72.0662,52.41,62,90,9.22,overcast clouds
451,Emba,KZ,48.8264,58.1442,89.01,16,13,8.97,few clouds
452,Khash,IR,28.2211,61.2158,86.72,12,19,14.29,few clouds
453,Almansa,ES,38.8692,-1.0971,84.29,24,55,6.58,broken clouds
454,Nampula,MZ,-15.1165,39.2666,73.35,56,40,10.36,scattered clouds
455,Ruwi,OM,23.5996,58.5507,98.29,42,72,5.93,broken clouds
456,Sao Sebastiao,BR,-23.76,-45.4097,68.25,65,94,3.62,overcast clouds
457,Pocri,PA,8.2667,-80.55,87.62,68,100,1.63,overcast clouds
458,Lengshuitan,CN,26.4111,111.5956,84.06,59,93,2.3,overcast clouds
459,Ostrovnoy,RU,68.0531,39.5131,53.71,71,44,8.55,scattered clouds
460,Pareora,NZ,-44.4871,171.2132,48.18,97,95,5.5,overcast clouds
461,Bandarbeyla,SO,9.4942,50.8122,78.93,74,71,28.36,broken clouds
462,Pangody,RU,65.85,74.4859,62.37,57,100,9.51,overcast clouds
463,San Carlos,VE,9.6612,-68.5827,78.55,90,61,4.38,broken clouds
464,Byron Bay,AU,-28.65,153.6167,65.71,75,13,4.0,few clouds
465,Yatou,CN,37.15,122.3833,73.9,94,1,2.04,clear sky
466,Oliveira Dos Brejinhos,BR,-12.3169,-42.8961,84.81,29,43,6.64,scattered clouds
467,Pangkalanbuun,ID,-2.6833,111.6167,74.44,93,44,2.15,scattered clouds
468,Haines Junction,CA,60.7522,-137.5108,57.15,67,70,2.3,broken clouds
469,Killybegs,IE,54.6333,-8.45,59.45,64,80,12.46,broken clouds
470,Vila Velha,BR,-20.3297,-40.2925,69.75,64,75,12.66,broken clouds
471,Pacifica,US,37.6138,-122.4869,68.85,84,75,4.0,broken clouds
472,Moramanga,MG,-18.9333,48.2,53.89,96,67,2.77,broken clouds
473,Keti Bandar,PK,24.1447,67.4497,82.09,82,99,20.62,overcast clouds
474,Kuytun,RU,54.3419,101.5036,55.15,95,100,10.47,light rain
475,Lakes Entrance,AU,-37.8811,147.981,40.17,79,0,6.51,clear sky
476,Ayan,RU,56.45,138.1667,58.75,75,98,7.09,overcast clouds
477,San Jose De Guanipa,VE,8.8872,-64.1651,85.91,55,22,10.4,few clouds
478,Abashiri,JP,44.0213,144.2697,66.94,98,100,2.95,overcast clouds
479,Erbaa,TR,40.6689,36.5675,77.79,59,4,8.16,clear sky
480,Hibbing,US,47.4272,-92.9377,69.44,45,1,12.66,clear sky
481,Rybnoye,RU,54.7256,39.5119,78.3,58,91,5.68,overcast clouds
482,Yingcheng,CN,30.95,113.55,87.85,74,0,2.68,clear sky
483,Tynda,RU,55.1667,124.7167,51.98,99,100,2.44,light rain
484,Bambanglipuro,ID,-7.95,110.2833,76.96,81,62,11.36,broken clouds
485,Poro,PH,10.6292,124.4087,84.87,71,99,12.24,overcast clouds
486,Saint-Augustin,CA,51.226,-58.6502,65.26,64,90,11.65,overcast clouds
487,Tortoli,IT,39.9256,9.6572,87.98,65,0,13.8,clear sky
488,Podyuga,RU,61.095,40.8647,62.92,85,86,7.16,overcast clouds
489,Novobirilyussy,RU,56.9514,90.6661,59.22,77,55,3.69,broken clouds
490,Kudahuvadhoo,MV,2.6708,72.8944,82.22,71,100,3.44,overcast clouds
491,Abnub,EG,27.2696,31.1511,104.22,11,45,10.45,scattered clouds
492,Karaton,ID,-6.3424,106.1045,77.95,93,5,1.39,clear sky
493,Palana,RU,59.1167,159.9667,44.73,87,100,6.26,overcast clouds
494,Goya,AR,-29.14,-59.2626,68.05,37,0,5.35,clear sky
495,Tripoli,LY,32.8752,13.1875,93.54,44,0,13.51,clear sky
496,Beyneu,KZ,45.3167,55.2,95.99,11,1,9.1,clear sky
497,Turukhansk,RU,65.8167,87.9833,56.37,88,26,6.29,scattered clouds
498,Juneau,US,58.3019,-134.4197,65.1,88,20,8.05,few clouds
499,Monticello,US,45.3055,-93.7941,76.91,43,1,8.05,clear sky
500,Labuhan,ID,-6.8844,112.2051,78.8,75,10,6.98,clear sky
501,Sur,OM,22.5667,59.5289,94.19,49,90,14.97,overcast clouds
502,Yakeshi,CN,49.2833,120.7333,51.1,92,71,2.53,broken clouds
503,Rosetta,EG,31.4044,30.4164,87.62,67,0,9.33,clear sky
504,Antalaha,MG,-14.9003,50.2788,67.95,93,100,10.65,moderate rain
505,Iqaluit,CA,63.7506,-68.5145,55.13,71,90,5.75,light rain
506,Hohhot,CN,40.8106,111.6522,59.29,58,0,6.71,clear sky
507,Paita,PE,-5.0892,-81.1144,73.96,70,0,11.65,clear sky
508,Vila,PT,42.0304,-8.1588,63.73,64,95,6.53,overcast clouds
509,Chicama,PE,-7.8447,-79.1469,63.14,63,34,7.47,scattered clouds
510,Krasnyy Chikoy,RU,50.3643,108.7512,55.96,85,41,2.37,scattered clouds
511,Nuevo Progreso,MX,23.1667,-97.95,91.89,48,7,9.4,clear sky
512,Dzilam Gonzalez,MX,21.2833,-88.9333,90.43,52,97,4.41,overcast clouds
513,Lazaro Cardenas,MX,17.9583,-102.2,80.64,81,100,4.16,overcast clouds
514,Balkhash,KZ,46.844,74.9804,79.92,32,8,7.49,clear sky
515,Gushikawa,JP,26.3544,127.8686,81.99,88,75,12.66,broken clouds
516,Khandyga,RU,62.6667,135.6,56.75,50,0,4.32,clear sky
517,Martapura,ID,-3.4167,114.85,75.29,100,47,1.14,scattered clouds
518,Hovd,MN,48.0056,91.6419,56.46,64,61,4.14,broken clouds
519,Yasnyy,RU,51.0333,59.8742,83.91,33,63,10.22,broken clouds
520,Mana,GF,5.6592,-53.7767,85.68,64,14,7.29,few clouds
521,Beloha,MG,-25.1667,45.05,68.59,68,0,12.15,clear sky
522,Arrecife,ES,28.963,-13.5477,78.78,53,20,29.93,few clouds
523,Puerto Escondido,MX,15.85,-97.0667,88.63,62,40,5.75,scattered clouds
524,Nabire,ID,-3.3667,135.4833,76.01,92,98,3.6,overcast clouds
525,Kharp,RU,66.8014,65.8081,53.04,97,100,3.69,light rain
526,Bani,DO,18.2833,-70.3333,89.74,60,23,15.01,few clouds
527,Dakar,SN,14.6937,-17.4441,88.68,66,20,6.91,few clouds
528,Sagua La Grande,CU,22.8067,-80.0756,90.59,54,9,10.4,clear sky
529,Morros,BR,-9.4467,-46.3003,89.92,28,54,13.11,broken clouds
530,Kropotkin,RU,45.4375,40.5756,91.65,23,49,4.03,scattered clouds
531,Uvat,RU,59.1433,68.8953,64.11,97,79,2.37,broken clouds
532,Carutapera,BR,-1.195,-46.02,84.83,63,8,7.63,clear sky
533,Logumkloster,DK,55.0594,8.9551,66.11,62,65,14.67,broken clouds
534,Greenville,US,35.6127,-77.3663,91.31,70,1,5.75,clear sky
535,San Andres,CO,12.5847,-81.7006,86.02,74,40,14.97,scattered clouds
536,Balykshi,KZ,47.0667,51.8667,91.4,16,0,6.71,clear sky
537,Ouadda,CF,8.0777,22.4007,67.86,98,100,4.94,overcast clouds
538,Kloulklubed,PW,7.0419,134.2556,84.18,75,100,13.98,overcast clouds
539,Limanu,RO,43.8,28.5333,89.64,54,0,14.05,clear sky
540,Mpanda,TZ,-6.3655,31.0409,75.96,28,4,4.03,clear sky
541,Valka,LV,57.7752,26.0101,71.06,60,78,5.01,broken clouds
542,Arkhara,RU,49.4212,130.0842,65.95,95,100,10.85,overcast clouds
543,Moa,CU,20.6569,-74.9403,87.57,69,30,12.86,scattered clouds
544,Nome,US,64.5011,-165.4064,48.27,87,90,9.22,light rain
545,Orangeburg,US,33.4918,-80.8557,93.45,69,1,9.22,clear sky
546,Davila,PH,18.4726,120.5763,81.21,87,100,22.46,overcast clouds
547,Nioki,CD,-2.7167,17.6833,93.58,25,100,3.74,overcast clouds
548,Luwuk,ID,-0.9516,122.7875,76.46,89,86,5.41,overcast clouds
549,Iquique,CL,-20.2208,-70.1431,62.64,66,95,9.31,overcast clouds
550,Goundam,ML,16.4145,-3.6708,97.99,32,4,8.81,clear sky
551,Ostersund,SE,63.1792,14.6357,56.61,58,90,13.8,overcast clouds
552,Soeng Sang,TH,14.4264,102.4606,78.37,72,96,9.51,light rain
553,Mildura,AU,-34.2,142.15,44.56,93,40,6.91,scattered clouds
554,Gardez,AF,33.5974,69.2259,77.74,29,80,2.98,broken clouds
555,Mugur-Aksy,RU,50.35,90.5,48.9,70,9,3.67,clear sky
556,Svetlaya,RU,46.5389,138.3297,62.33,93,100,11.3,overcast clouds
557,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,52,77,9.89,broken clouds
558,Nouadhibou,MR,20.931,-17.0347,78.78,65,4,16.11,clear sky
559,Hofn,IS,64.2539,-15.2082,53.62,87,75,6.91,broken clouds
560,Souris,CA,49.6172,-100.2612,72.73,28,0,4.14,clear sky
561,Praya,CV,14.9215,-23.5087,86.54,45,20,14.97,few clouds
562,Syracuse,IT,37.0881,15.2792,98.65,42,0,12.97,clear sky
563,Khuzdar,PK,27.7384,66.6434,91.78,11,34,8.19,scattered clouds
564,Bodmin,GB,50.4715,-4.7243,68.43,77,40,11.5,scattered clouds
565,Laguna,US,38.421,-121.4238,90.25,63,1,4.0,clear sky
566,Yellandu,IN,17.6,80.3333,79.72,71,76,6.78,broken clouds
567,Tadine,NC,-21.55,167.8833,66.63,60,96,13.98,overcast clouds
568,Mbaiki,CF,3.8678,17.9892,74.75,90,98,3.13,moderate rain
569,Foam Lake,CA,51.65,-103.5343,77.02,26,14,6.46,few clouds
570,Kannur,IN,11.8675,75.3576,78.04,85,54,6.85,broken clouds
571,Hutchinson,US,38.0608,-97.9298,79.48,67,20,3.0,haze
572,Canton,CN,23.1167,113.25,83.88,67,91,7.11,overcast clouds
573,Mayumba,GA,-3.432,10.6554,75.61,78,95,8.19,overcast clouds
574,Verkhnevilyuysk,RU,63.4453,120.3167,62.94,53,94,2.75,overcast clouds
575,Eureka,US,40.8021,-124.1637,64.2,87,66,5.99,broken clouds
576,Ormara,PK,25.2088,64.6357,81.59,84,100,21.12,overcast clouds
577,Redmond,US,47.674,-122.1215,72.54,74,100,4.0,overcast clouds
578,Lilongwe,MW,-13.9669,33.7873,68.22,46,91,4.32,overcast clouds
579,Queanbeyan,AU,-35.35,149.2333,37.58,94,90,4.61,overcast clouds
580,Marystown,CA,47.1666,-55.1483,65.82,70,100,16.89,overcast clouds
581,Espanola,US,35.9911,-106.0806,72.64,56,83,2.21,broken clouds
582,Mount Isa,AU,-20.7333,139.5,65.97,42,75,4.61,broken clouds
583,Guerrero Negro,MX,27.9769,-114.0611,77.25,64,1,4.76,clear sky
584,Eyl,SO,7.9803,49.8164,88.36,48,95,25.43,overcast clouds
585,Chapleau,CA,47.8405,-83.4034,64.49,63,75,6.91,broken clouds
586,Tagusao,PH,9.1924,117.8141,81.5,80,40,12.5,scattered clouds
587,Praia Da Vitoria,PT,38.7333,-27.0667,77.25,83,75,18.37,broken clouds
588,Koumac,NC,-20.5667,164.2833,63.16,67,22,9.69,few clouds
589,Tazovskiy,RU,67.4667,78.7,56.23,65,100,8.48,overcast clouds
590,Sechura,PE,-5.5569,-80.8222,73.09,61,0,8.52,clear sky
591,Euclides Da Cunha,BR,-10.5075,-39.0158,72.77,57,100,11.14,overcast clouds
592,Abalak,RU,58.1286,68.5944,64.81,96,59,4.92,light rain
593,Kuusankoski,FI,60.907,26.6244,66.72,85,20,1.01,few clouds
594,Puerto Maldonado,PE,-12.6,-69.1833,79.2,57,0,5.75,clear sky
595,Kushmurun,KZ,52.4503,64.6311,79.48,46,8,6.46,clear sky
596,Shelburne,CA,44.0787,-80.2041,63.09,65,99,8.77,overcast clouds
597,San Quintin,MX,30.4833,-115.95,74.39,69,2,9.98,clear sky
598,Muros,ES,42.7762,-9.0603,67.15,90,95,4.03,light rain
599,Mackay,AU,-21.15,149.2,65.05,84,1,4.45,clear sky
600,Sabzevar,IR,36.2126,57.6819,82.8,11,1,22.68,clear sky
601,Muriae,BR,-21.1306,-42.3664,71.42,41,66,7.23,broken clouds
602,Nador,MA,35.174,-2.9287,87.87,28,0,12.66,clear sky
603,Pochutla,MX,15.7432,-96.4661,87.62,62,90,2.17,overcast clouds
604,Erzincan,TR,39.75,39.5,79.9,44,75,17.27,broken clouds
605,Lahaina,US,20.8783,-156.6825,74.95,69,3,12.28,clear sky
606,Ilebo,CD,-4.3167,20.5833,87.37,20,100,2.66,overcast clouds
607,Sambava,MG,-14.2667,50.1667,68.95,95,100,14.58,moderate rain
608,Teplyk,UA,48.6657,29.745,83.7,52,19,6.11,few clouds
609,Sistranda,NO,63.7256,8.834,55.36,69,73,12.57,broken clouds
610,Katherine,AU,-14.4667,132.2667,79.12,50,67,10.36,broken clouds
611,Griffith,US,41.5284,-87.4237,78.48,67,40,4.0,scattered clouds
612,Fomboni,KM,-12.28,43.7425,76.08,74,3,11.54,clear sky
613,Front Royal,US,38.9182,-78.1944,76.57,78,90,0.0,overcast clouds
614,Goma,CD,-1.6792,29.2228,68.18,58,100,1.99,overcast clouds
615,Boueni,YT,-12.9025,45.0761,75.18,68,3,6.73,clear sky
616,Svetlogorsk,BY,52.6333,29.7333,79.39,58,62,4.32,broken clouds
617,Nizhniy Kuranakh,RU,58.8353,125.4869,59.83,66,100,4.88,overcast clouds
618,Marsh Harbour,BS,26.5412,-77.0636,85.59,67,1,7.74,clear sky
619,Jodhpur,IN,26.2867,73.03,82.36,74,100,14.27,overcast clouds
620,Carupano,VE,10.6678,-63.2585,85.17,67,12,9.48,few clouds
621,Trelew,AR,-43.249,-65.3051,60.51,26,2,11.77,clear sky
622,Qasigiannguit,GL,68.8193,-51.1922,57.45,59,36,4.54,scattered clouds
623,Wukari,NG,7.85,9.7833,82.38,71,80,6.87,light rain
624,Naushki,RU,50.3828,106.1056,65.01,73,100,2.64,overcast clouds
625,Asmara,ER,15.3333,38.9333,62.91,74,61,2.71,broken clouds
626,Nisia Floresta,BR,-6.0911,-35.2086,85.01,53,46,19.8,scattered clouds
627,Oytal,KZ,42.9057,73.2697,78.76,24,82,5.7,broken clouds
628,Ati,TD,13.2154,18.3353,83.5,61,97,8.86,overcast clouds
629,Susaki,JP,33.3667,133.2833,76.35,87,94,3.85,overcast clouds
630,Ariquemes,BR,-9.9133,-63.0408,92.62,22,1,5.59,clear sky
631,Wajima,JP,37.4,136.9,78.94,83,100,5.61,overcast clouds
632,Hobe Sound,US,27.0595,-80.1364,93.0,65,40,5.75,scattered clouds
633,Dunkirk,FR,51.05,2.3667,68.02,65,42,8.48,scattered clouds
634,Arlit,NE,18.7369,7.3853,103.12,20,0,7.43,clear sky
635,Khani,GE,41.9563,42.9566,72.97,94,28,2.89,scattered clouds
636,Tsiroanomandidy,MG,-18.7667,46.0333,70.86,37,58,10.07,broken clouds
637,Rio Grande,BR,-32.035,-52.0986,51.91,73,95,3.02,overcast clouds
638,Muravlenko,RU,63.7898,74.523,60.33,69,97,11.97,overcast clouds
639,Whyalla,AU,-33.0333,137.5833,51.69,66,0,12.66,clear sky
640,Sungai Padi,TH,6.0851,101.8766,79.72,76,99,2.33,overcast clouds
641,Mahanoro,MG,-19.9,48.8,66.96,84,4,1.48,light rain
642,Calvinia,ZA,-31.4707,19.776,61.03,24,5,7.14,clear sky
643,West Bay,KY,19.3667,-81.4167,89.67,76,20,3.0,few clouds
644,Puri,IN,19.8,85.85,84.38,77,93,13.31,overcast clouds
645,Coacoatzintla,MX,19.6333,-96.9333,73.15,63,26,3.58,scattered clouds
646,Kafanchan,NG,9.5833,8.3,76.17,93,100,3.04,light rain
647,Galle,LK,6.0367,80.217,80.11,85,97,11.59,overcast clouds
648,Santiago Del Estero,AR,-27.7951,-64.2615,65.8,21,0,5.3,clear sky
649,Panaba,MX,21.2833,-88.2667,92.75,47,81,8.86,broken clouds
650,Chanhassen,US,44.8622,-93.5308,77.02,47,1,9.22,smoke
651,Buraydah,SA,26.326,43.975,104.45,8,14,7.96,few clouds
652,Sept-Iles,CA,50.2001,-66.3821,66.72,69,75,5.99,broken clouds
653,Dalbandin,PK,28.8947,64.4101,95.0,7,1,15.3,clear sky
654,Norsup,VU,-16.0667,167.3833,70.02,64,21,8.34,few clouds
655,Hammerfest,NO,70.6634,23.6821,46.85,81,75,4.61,broken clouds
656,Ruteng,ID,-8.6136,120.4721,62.01,96,88,4.94,overcast clouds
657,Muisne,EC,0.6,-80.0333,84.31,76,97,9.78,overcast clouds
658,Moree,AU,-29.4667,149.85,48.22,81,11,3.44,few clouds
659,Consolacion Del Sur,CU,22.5047,-83.5136,89.94,55,7,5.97,clear sky
660,Uray,RU,60.1247,64.7758,61.43,93,37,3.47,moderate rain
661,Batticaloa,LK,7.7102,81.6924,83.86,69,100,10.45,overcast clouds
662,Podor,MR,16.6527,-14.9587,102.15,32,20,0.0,few clouds
663,Kuruman,ZA,-27.4524,23.4325,59.99,24,0,6.35,clear sky
664,Wilmington,US,34.2257,-77.9447,93.9,74,1,6.91,clear sky
665,Karasjok,NO,69.4719,25.5112,44.71,94,100,15.7,overcast clouds
666,Barhi,IN,23.9,80.8,74.32,91,100,14.76,overcast clouds
667,Dalvik,IS,65.9702,-18.5286,57.13,74,100,0.58,overcast clouds
668,San Jose,US,37.3394,-121.895,71.02,71,40,1.01,scattered clouds
669,Dhidhdhoo,MV,6.8833,73.1,83.21,76,99,14.03,overcast clouds
670,Vila Franca Do Campo,PT,37.7167,-25.4333,75.61,70,2,8.99,clear sky
671,Banda Aceh,ID,5.5577,95.3222,79.83,75,99,16.35,overcast clouds
672,Vinh,VN,18.6667,105.6667,80.01,87,100,2.46,light rain
673,Los Alamos,US,35.8881,-106.307,67.14,62,90,1.01,overcast clouds
674,Pathein,MM,16.7833,94.7333,77.02,95,100,7.11,light rain
675,La Romana,DO,18.4273,-68.9728,89.96,66,40,6.91,scattered clouds
676,Soc Trang,VN,9.6033,105.98,78.76,87,43,7.14,scattered clouds
677,Kirakira,SB,-10.4544,161.9205,73.58,84,100,7.23,overcast clouds
678,Port-Gentil,GA,-0.7193,8.7815,78.76,78,75,11.5,broken clouds
679,Inhapim,BR,-19.5492,-42.12,73.04,39,51,5.21,broken clouds
680,Port Hardy,CA,50.6996,-127.4199,59.18,94,90,3.44,mist
681,Loreto,MX,22.2667,-101.9667,70.2,44,10,4.25,clear sky
682,Canico,PT,32.6333,-16.85,79.72,68,20,18.41,few clouds
683,Barra Do Bugres,BR,-15.0725,-57.1811,95.31,15,6,4.03,clear sky
684,Taoudenni,ML,22.6783,-3.9836,113.05,12,18,13.18,few clouds
685,Port Macquarie,AU,-31.4333,152.9167,58.96,74,40,14.32,scattered clouds
686,Hervey Bay,AU,-25.2986,152.8535,66.02,92,1,4.0,clear sky
687,Tautira,PF,-17.7333,-149.15,68.02,63,71,10.09,broken clouds
688,Domoni,KM,-12.2569,44.5319,75.51,76,14,6.26,few clouds
689,Rabo De Peixe,PT,37.8,-25.5833,74.71,83,75,17.27,broken clouds
690,Opuwo,NA,-18.0607,13.84,78.03,15,0,9.19,clear sky
691,Port Hedland,AU,-20.3167,118.5667,62.65,63,0,10.36,clear sky
692,Pudozh,RU,61.8099,36.5345,57.9,98,96,5.82,overcast clouds
693,Bajil,YE,15.0584,43.2851,91.06,57,53,13.71,broken clouds
694,Acarau,BR,-2.8856,-40.12,89.02,46,67,14.32,broken clouds
695,Cotonou,BJ,6.3654,2.4183,80.51,72,50,14.0,scattered clouds
696,Kaeo,NZ,-35.1,173.7833,51.33,91,10,4.0,clear sky
697,Sao Joao De Pirabas,BR,-0.7747,-47.1772,88.32,52,25,7.16,scattered clouds
698,Chake Chake,TZ,-5.2459,39.7666,73.94,82,38,12.53,scattered clouds
699,La Rioja,ES,42.25,-2.5,70.05,36,97,8.99,overcast clouds
700,Dourbali,TD,11.8091,15.8632,80.73,73,99,8.12,overcast clouds
701,Socorro,US,31.6546,-106.3033,86.9,48,75,11.5,broken clouds
