City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
69,Kaohsiung,TW,22.6163,120.3133,83.03,90,75,5.01,broken clouds
70,Saint George,US,37.1041,-113.5841,86.38,48,1,1.01,clear sky
71,Plettenberg Bay,ZA,-34.0527,23.3716,57.92,85,80,10.27,broken clouds
72,Merauke,ID,-8.4667,140.3333,73.4,87,38,11.83,scattered clouds
73,Buala,SB,-8.145,159.5921,78.75,85,89,6.55,light rain
74,Maceio,BR,-9.6658,-35.7353,72.84,100,90,10.36,overcast clouds
75,Urucara,BR,-2.5364,-57.76,93.16,41,49,4.03,scattered clouds
76,Airai,TL,-8.9266,125.4092,56.3,81,85,2.26,overcast clouds
77,Havoysund,NO,70.9963,24.6622,47.28,82,100,12.66,light rain
78,Lorengau,PG,-2.0226,147.2712,81.66,80,18,10.09,few clouds
79,Vaini,TO,-21.2,-175.2,69.96,88,40,20.71,light rain
80,Tawang,IN,27.5833,91.8667,58.66,98,99,0.96,overcast clouds
81,Vardo,NO,70.3705,31.1107,55.6,87,0,16.11,clear sky
82,East London,ZA,-33.0153,27.9116,61.74,88,20,21.85,few clouds
83,Tuktoyaktuk,CA,69.4541,-133.0374,68.0,64,75,13.8,broken clouds
84,Yellowknife,CA,62.456,-114.3525,81.32,45,20,3.0,smoke
85,Coquimbo,CL,-29.9533,-71.3436,56.93,76,0,11.5,clear sky
86,Aswan,EG,24.0934,32.907,104.81,11,74,7.99,broken clouds
87,Mar Del Plata,AR,-38.0023,-57.5575,48.22,29,20,4.0,few clouds
88,Sosnovo-Ozerskoye,RU,52.5249,111.5418,51.71,88,4,1.43,clear sky
89,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,77,20,17.27,few clouds
90,Tiksi,RU,71.6872,128.8694,45.16,77,5,7.36,clear sky
91,Waingapu,ID,-9.6567,120.2641,76.06,79,78,7.23,broken clouds
92,Karratha,AU,-20.7377,116.8463,65.14,34,0,14.18,clear sky
93,Arraial Do Cabo,BR,-22.9661,-42.0278,75.16,68,20,17.27,few clouds
94,Arroyos Y Esteros,PY,-25.0667,-57.1,71.35,35,62,4.34,broken clouds
95,Pogranichnyy,RU,44.4064,131.3769,69.44,96,10,3.94,clear sky
96,Cockburn Town,TC,21.4612,-71.1419,85.96,70,40,17.27,scattered clouds
97,Mount Gambier,AU,-37.8333,140.7667,42.93,95,54,8.66,broken clouds
98,Bluff,NZ,-46.6,168.3333,36.81,92,16,7.83,few clouds
99,Erzin,TR,36.9559,36.2,93.72,65,0,7.9,clear sky
100,Sioux Lookout,CA,50.1001,-91.917,69.3,42,10,6.8,clear sky
101,Zonguldak,TR,41.25,31.8333,76.33,45,0,4.85,clear sky
102,New Norfolk,AU,-42.7826,147.0587,39.7,81,8,2.66,clear sky
103,Otofuke,JP,42.9917,143.2003,69.12,97,100,3.53,overcast clouds
104,Hamilton,US,39.1834,-84.5333,80.65,69,1,1.99,clear sky
105,Georgetown,MY,5.4112,100.3354,76.93,91,40,2.3,scattered clouds
106,Riyadh,SA,24.6877,46.7219,105.94,9,2,4.23,clear sky
107,Flin Flon,CA,54.7682,-101.865,76.84,44,75,4.61,smoke
108,Esperance,AU,-33.8667,121.9,53.94,64,72,30.74,light rain
109,Cayenne,GF,4.9333,-52.3333,87.84,73,40,3.0,scattered clouds
110,Wageningen,NL,51.9667,5.6667,67.95,83,75,1.99,broken clouds
111,Hobart,AU,-42.8794,147.3294,40.05,83,7,1.99,clear sky
112,Mataura,NZ,-46.1927,168.8643,36.48,99,26,3.44,scattered clouds
113,Abu Kamal,SY,34.4506,40.9171,103.77,11,0,9.53,clear sky
114,Ternate,ID,0.8,127.4,81.48,80,24,5.75,few clouds
115,Jalu,LY,29.0331,21.5482,105.42,8,1,10.63,clear sky
116,Faanui,PF,-16.4833,-151.75,77.61,66,95,13.8,overcast clouds
117,Katsuura,JP,35.1333,140.3,80.71,88,26,8.32,scattered clouds
118,Mahebourg,MU,-20.4081,57.7,70.09,73,40,14.97,light rain
119,Tuatapere,NZ,-46.1333,167.6833,36.82,94,17,5.08,few clouds
120,Puerto Ayora,EC,-0.7393,-90.3518,73.36,88,75,8.99,broken clouds
121,Chokurdakh,RU,70.6333,147.9167,30.24,85,3,5.82,clear sky
122,Wagga Wagga,AU,-35.1167,147.3667,34.21,100,0,0.0,clear sky
123,Dunedin,NZ,-45.8742,170.5036,50.81,86,78,5.99,broken clouds
124,Chipinge,ZW,-20.1883,32.6236,57.9,41,0,4.29,clear sky
125,Olenegorsk,RU,68.15,33.3,62.19,62,96,8.43,overcast clouds
126,Kapaa,US,22.0752,-159.319,80.92,80,75,13.8,broken clouds
127,Jolo,PH,6.05,121.0167,78.76,88,74,2.8,broken clouds
128,Carnarvon,AU,-24.8667,113.6333,59.07,59,75,12.66,broken clouds
129,Koutsouras,GR,35.0339,25.9469,89.04,41,0,12.08,clear sky
130,Nelson Bay,AU,-32.7167,152.15,59.09,83,44,12.8,scattered clouds
131,Tual,ID,-5.6667,132.75,81.32,78,71,13.0,broken clouds
132,Baruun-Urt,MN,46.6806,113.2792,60.35,59,17,5.37,few clouds
133,Zhigansk,RU,66.7697,123.3711,65.34,54,37,11.18,scattered clouds
134,Oktyabrskiy,RU,54.4815,53.471,77.18,41,100,8.25,overcast clouds
135,San Patricio,US,28.017,-97.5169,92.07,47,58,9.01,broken clouds
136,Carbonia,IT,39.1672,8.5222,81.84,57,100,13.31,overcast clouds
137,Maragogi,BR,-9.0122,-35.2225,76.75,79,14,18.99,few clouds
138,Port Alfred,ZA,-33.5906,26.891,62.76,71,51,19.75,broken clouds
139,Marzuq,YE,14.4,46.4667,83.48,54,58,13.06,broken clouds
140,Margate,GB,51.3813,1.3862,67.86,74,55,4.0,broken clouds
141,Hermanus,ZA,-34.4187,19.2345,60.91,84,18,10.87,few clouds
142,Kaitangata,NZ,-46.2817,169.8464,44.53,97,50,4.99,scattered clouds
143,Avera,US,33.194,-82.5271,93.07,42,40,13.94,scattered clouds
144,Hobyo,SO,5.3505,48.5268,79.88,75,79,23.98,light rain
145,Ambilobe,MG,-13.2,49.05,73.33,69,0,3.13,clear sky
146,Jamestown,US,42.097,-79.2353,71.1,92,90,3.0,light rain
147,Yanam,IN,16.7333,82.2167,84.6,67,42,3.74,scattered clouds
148,Dicabisagan,PH,17.0818,122.4157,82.2,82,100,4.14,heavy intensity rain
149,Dikson,RU,73.5069,80.5464,39.45,98,100,5.77,light rain
150,Vao,NC,-22.6667,167.4833,67.14,56,91,15.9,overcast clouds
151,Taltal,CL,-25.4,-70.4833,65.48,62,19,6.22,few clouds
152,Charters Towers,AU,-20.1,146.2667,61.25,98,9,9.42,clear sky
153,Bitung,ID,1.4451,125.1824,77.85,86,35,11.18,scattered clouds
154,Olinda,BR,-8.0089,-34.8553,82.13,65,40,23.02,scattered clouds
155,Baghmara,IN,23.795,86.2085,81.48,82,97,7.81,overcast clouds
156,Codrington,AU,-38.2667,141.9667,42.66,94,31,11.36,scattered clouds
157,Zhuhai,CN,22.2769,113.5678,85.71,89,20,3.44,light intensity shower rain
158,Alofi,NU,-19.0595,-169.9187,75.09,94,77,12.66,light rain
159,Ovalle,CL,-30.5983,-71.2003,82.08,10,0,3.56,clear sky
160,Uruburetama,BR,-3.625,-39.5083,94.64,25,31,12.5,scattered clouds
161,Kerema,PG,-7.9631,145.7785,76.57,83,94,4.94,overcast clouds
162,Chuy,UY,-33.6971,-53.4616,57.74,73,5,5.21,clear sky
163,Port Shepstone,ZA,-30.7414,30.455,68.0,52,13,5.26,few clouds
164,Wamba,NG,8.9333,8.6,71.73,96,100,5.1,light rain
165,Williston,US,48.147,-103.618,83.32,44,0,1.7,clear sky
166,Quepos,CR,9.4236,-84.1652,91.8,72,95,4.03,overcast clouds
167,Tabou,CI,4.423,-7.3528,78.64,74,100,9.73,overcast clouds
168,Avarua,CK,-21.2078,-159.775,77.05,78,75,17.27,broken clouds
169,Cape Town,ZA,-33.9258,18.4232,64.09,62,16,2.55,few clouds
170,Necochea,AR,-38.5473,-58.7368,49.03,54,0,0.96,clear sky
171,Omboue,GA,-1.5746,9.2618,77.02,76,80,10.47,broken clouds
172,Anadyr,RU,64.75,177.4833,41.5,86,20,2.24,few clouds
173,Orsk,RU,51.2049,58.5668,83.3,36,0,8.95,clear sky
174,Pavullo Nel Frignano,IT,44.3315,10.835,80.24,39,1,12.53,clear sky
175,Sinnamary,GF,5.3833,-52.95,84.96,66,13,7.58,few clouds
176,Kruisfontein,ZA,-34.0033,24.7314,55.89,80,33,16.51,scattered clouds
177,Deputatskiy,RU,69.3,139.9,35.51,90,13,3.51,few clouds
178,Filadelfia,US,39.9523,-75.1638,76.21,77,90,8.01,overcast clouds
179,Clyde River,CA,70.4692,-68.5914,43.03,87,90,14.97,overcast clouds
180,Pedasi,PA,7.5333,-80.0333,82.24,76,100,8.48,overcast clouds
181,Entebbe,UG,0.0644,32.4469,73.72,68,20,14.97,few clouds
182,Bacolod,PH,10.6667,122.95,79.23,89,73,10.85,broken clouds
183,Visnes,NO,59.3556,5.2242,68.58,72,0,28.77,clear sky
184,Waipawa,NZ,-41.4122,175.5153,43.43,91,98,2.64,overcast clouds
185,Ust-Kulom,RU,61.6864,53.6902,61.38,78,48,6.89,scattered clouds
186,Kedougou,SN,12.5579,-12.1743,91.98,58,75,6.91,light rain
187,Ilam,NP,26.9167,87.9167,70.38,97,65,3.78,broken clouds
188,Walvis Bay,NA,-22.9575,14.5053,90.55,11,0,3.44,clear sky
189,Yulara,AU,-25.2406,130.9889,57.04,47,0,6.91,clear sky
190,Show Low,US,34.2542,-110.0298,77.07,50,1,0.0,clear sky
191,Tucupita,VE,9.0622,-62.051,87.6,61,63,4.61,broken clouds
192,Yar-Sale,RU,66.8333,70.8333,58.46,76,100,13.51,overcast clouds
193,Kavaratti,IN,10.5669,72.642,82.44,79,91,14.85,overcast clouds
194,Kupang,ID,-10.1667,123.5833,76.44,82,42,10.45,scattered clouds
195,Soderhamn,SE,61.3037,17.0592,57.97,92,98,4.18,light rain
196,Grindavik,IS,63.8424,-22.4338,57.56,87,90,2.3,overcast clouds
197,Klaksvik,FO,62.2266,-6.589,50.92,80,79,11.03,broken clouds
198,Sao Filipe,CV,14.8961,-24.4956,75.87,78,34,9.93,scattered clouds
199,Wanning,CN,18.8003,110.3967,82.15,87,100,7.02,overcast clouds
200,Edgewater,US,28.9889,-80.9023,94.37,62,40,11.5,scattered clouds
201,Witu,KE,-2.3889,40.4382,77.16,79,100,14.14,overcast clouds
202,Dedza,MW,-14.3779,34.3332,58.66,54,86,3.49,overcast clouds
203,Ilulissat,GL,69.2167,-51.1,57.22,41,0,4.61,clear sky
204,Bethel,US,41.3712,-73.414,78.1,69,1,1.01,clear sky
205,Fairbanks,US,64.8378,-147.7164,61.83,80,75,5.75,broken clouds
206,Safranbolu,TR,41.2508,32.6942,79.65,42,0,5.1,clear sky
207,Narsaq,GL,60.9167,-46.05,57.42,65,100,7.11,overcast clouds
208,Aykhal,RU,66.0,111.5,62.89,45,18,2.93,few clouds
209,Xining,CN,36.6167,101.7667,63.86,54,13,3.18,few clouds
210,Doraha,IN,30.8167,76.0167,89.29,60,84,1.25,broken clouds
211,Mehamn,NO,71.0357,27.8492,49.95,93,90,6.91,moderate rain
212,Nantucket,US,41.2835,-70.0995,78.26,69,1,9.22,clear sky
213,Alihe,CN,50.5667,123.7167,49.15,96,40,2.89,scattered clouds
214,Vikulovo,RU,56.8167,70.6107,64.15,97,74,8.63,moderate rain
215,Inhambane,MZ,-23.865,35.3833,66.27,71,0,6.69,clear sky
216,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,20,0,24.16,clear sky
217,Sobolevo,RU,54.4299,31.8996,75.04,71,80,4.76,broken clouds
218,Basoko,CD,1.2391,23.616,76.82,84,100,2.42,light rain
219,Sola,VU,-13.8833,167.55,74.57,66,87,12.86,overcast clouds
220,Sorland,NO,67.667,12.6934,49.86,70,58,13.51,broken clouds
221,Segarcea,RO,44.1,23.75,99.66,13,1,6.91,clear sky
222,Tasiilaq,GL,65.6145,-37.6368,57.36,78,10,5.37,clear sky
223,Bathsheba,BB,13.2167,-59.5167,86.61,70,20,12.66,few clouds
224,Krasnoarmeysk,RU,51.0239,45.6969,82.15,53,44,6.17,scattered clouds
225,Mendi,PG,-6.1761,143.6513,53.26,98,77,2.66,broken clouds
226,San Cristobal,VE,7.7669,-72.225,82.58,54,70,9.44,broken clouds
227,Zverinogolovskoye,RU,54.4586,64.8542,72.46,70,7,7.99,clear sky
228,Souillac,MU,-20.5167,57.5167,70.18,73,40,14.97,scattered clouds
229,Matara,LK,5.9485,80.5353,80.02,82,100,10.96,overcast clouds
230,Kahului,US,20.8947,-156.47,74.46,78,20,13.8,few clouds
231,Beringovskiy,RU,63.05,179.3167,44.35,83,84,5.61,broken clouds
232,Acapulco,MX,16.8634,-99.8901,84.02,74,75,10.36,broken clouds
233,Bambous Virieux,MU,-20.3428,57.7575,70.21,73,40,14.97,light rain
234,Geraldton,AU,-28.7667,114.6,48.61,93,90,8.05,overcast clouds
235,Balkanabat,TM,39.5108,54.3671,93.38,9,80,2.64,broken clouds
236,Young,UY,-32.6833,-57.6333,62.22,56,0,5.75,clear sky
237,Lufilufi,WS,-13.8745,-171.5986,81.79,77,87,19.93,light rain
238,Dillon,US,34.4166,-79.3712,93.94,40,18,11.48,few clouds
239,Villaviciosa,ES,43.4813,-5.4357,71.01,65,100,5.12,overcast clouds
240,Barrow,US,71.2906,-156.7887,50.02,83,90,18.41,overcast clouds
241,Lockhart,US,28.6194,-81.4426,94.08,62,20,3.0,few clouds
242,Lebu,CL,-37.6167,-73.65,54.79,58,4,14.36,clear sky
243,Kununurra,AU,-15.7667,128.7333,67.98,83,25,1.14,scattered clouds
244,Simbahan,PH,6.3032,120.5836,83.91,76,79,6.98,broken clouds
245,Algiers,DZ,36.7525,3.042,78.62,65,40,9.22,scattered clouds
246,Bukachacha,RU,52.9833,116.9167,49.32,92,71,2.01,broken clouds
247,Itaueira,BR,-7.6033,-43.0256,91.15,29,68,12.88,broken clouds
248,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,50.59,100,0,4.47,clear sky
249,Yaan,NG,7.3833,8.5667,79.77,82,71,6.38,moderate rain
250,Yuryevets,RU,57.3201,43.1041,71.2,62,100,4.97,light rain
251,Luderitz,NA,-26.6481,15.1594,71.01,37,0,10.8,clear sky
252,Camapua,BR,-19.5314,-54.0439,83.39,21,14,8.75,few clouds
253,Kuri,KR,37.5986,127.1394,76.86,95,98,3.69,light rain
254,Kishtwar,IN,33.3167,75.7667,67.78,92,10,1.28,clear sky
255,Fershampenuaz,RU,53.5202,59.8117,70.07,65,21,5.57,few clouds
256,Arona,ES,28.0996,-16.681,73.92,55,0,10.0,clear sky
257,Pevek,RU,69.7008,170.3133,32.63,91,100,13.47,overcast clouds
258,Grand Gaube,MU,-20.0064,57.6608,70.2,79,15,7.0,light rain
259,Isangel,VU,-19.55,169.2667,67.28,71,50,14.05,scattered clouds
260,Severo-Kurilsk,RU,50.6789,156.125,50.76,80,0,16.17,clear sky
261,Alpena,US,45.0617,-83.4327,67.1,72,90,18.41,overcast clouds
262,Rafaela,AR,-31.2503,-61.4867,67.05,22,0,1.99,clear sky
263,Batagay,RU,67.6333,134.6333,48.9,68,0,2.35,clear sky
264,Saint Anthony,US,45.0205,-93.218,77.14,46,1,5.99,smoke
265,Lauchhammer,DE,51.5,13.8,71.11,56,99,4.76,overcast clouds
266,Singleton,AU,-32.5667,151.1833,56.5,95,10,2.57,clear sky
267,Bonfim,BR,3.0833,-59.95,84.11,68,60,6.53,light rain
268,Wuan,CN,31.6836,112.0044,83.16,78,0,3.02,clear sky
269,Limon,CR,10.0,-83.0333,80.49,89,90,4.61,overcast clouds
270,Salalah,OM,17.0151,54.0924,77.09,100,90,5.75,light intensity drizzle
271,Saint-Joseph,RE,-21.3667,55.6167,70.18,74,39,12.21,scattered clouds
272,Palmas De Monte Alto,BR,-14.2672,-43.1619,82.49,25,53,8.9,broken clouds
273,Pitimbu,BR,-7.4706,-34.8086,81.19,73,22,22.1,few clouds
274,Gurun,MY,5.8172,100.4738,76.78,92,97,1.05,overcast clouds
275,Rocha,UY,-34.4833,-54.3333,57.15,66,0,4.83,clear sky
276,Uthal,PK,25.8072,66.6219,83.01,79,67,14.97,broken clouds
277,Poum,NC,-20.2333,164.0167,68.61,60,16,15.75,few clouds
278,Shimoda,JP,34.6667,138.95,76.1,81,90,4.81,overcast clouds
279,Awjilah,LY,29.1081,21.2869,105.44,8,0,11.25,clear sky
280,Inta,RU,66.0317,60.1659,57.78,90,40,7.34,scattered clouds
281,Itupiranga,BR,-5.1347,-49.3267,95.32,34,14,4.79,few clouds
282,Namibe,AO,-15.1961,12.1522,73.38,68,0,14.7,clear sky
283,Shubarkuduk,KZ,49.1447,56.4872,88.57,20,2,8.81,clear sky
284,Kokopo,PG,-4.352,152.2633,75.79,88,52,9.6,light rain
285,Launceston,AU,-41.45,147.1667,38.16,93,3,0.0,clear sky
286,Bereda,ES,43.2686,-7.5406,71.42,68,80,4.83,broken clouds
287,Hay River,CA,60.8156,-115.7999,75.18,53,75,2.3,broken clouds
288,Olafsvik,IS,64.8945,-23.7142,53.76,93,100,3.56,overcast clouds
289,Portland,US,45.5234,-122.6762,74.61,72,75,1.01,broken clouds
290,Yongan,CN,39.6957,113.6871,59.92,75,36,4.23,scattered clouds
291,Okmulgee,US,35.6234,-95.9605,81.59,83,90,3.44,heavy intensity rain
292,Juan Aldama,MX,24.2908,-103.3944,72.9,47,37,4.09,scattered clouds
293,Chase,CA,50.8165,-119.6857,73.2,52,100,4.45,overcast clouds
294,Ca Mau,VN,9.1769,105.15,79.09,89,82,6.04,broken clouds
295,Coahuayana,MX,18.7333,-103.6833,89.08,65,22,1.97,few clouds
296,Chunoyar,RU,57.4467,97.3217,58.03,92,100,1.28,overcast clouds
297,Krasnoselkup,RU,65.7,82.4667,61.16,58,100,7.63,overcast clouds
298,Sibu,MY,2.3,111.8167,75.51,94,40,2.3,scattered clouds
299,Flinders,AU,-34.5833,150.8552,49.21,84,36,1.01,scattered clouds
300,Kendari,ID,-3.945,122.4989,73.54,95,63,3.85,broken clouds
301,Salinopolis,BR,-0.6136,-47.3561,86.49,58,20,9.6,few clouds
302,Bella Union,UY,-30.2752,-57.6007,63.36,55,0,7.14,clear sky
303,Broken Hill,AU,-31.95,141.4333,48.16,73,0,9.37,clear sky
304,Antofagasta,CL,-23.65,-70.4,64.22,61,28,6.11,scattered clouds
305,Plouzane,FR,48.3833,-4.6167,64.58,72,90,11.5,overcast clouds
306,Vernon,CA,50.2581,-119.2691,72.93,60,100,2.3,overcast clouds
307,Male,MV,4.1748,73.5089,82.45,74,97,8.84,overcast clouds
308,Faya,SA,18.3851,42.4509,68.52,72,99,7.07,overcast clouds
309,Seguin,US,29.5688,-97.9647,92.39,66,1,4.0,clear sky
310,Kutum,SD,14.2,24.6667,86.63,37,44,12.21,scattered clouds
311,Pauini,BR,-7.7136,-66.9764,90.63,27,0,4.61,clear sky
312,Genc,TR,38.7507,40.5603,80.98,35,93,5.44,overcast clouds
313,Berlevag,NO,70.8578,29.0864,50.0,97,100,11.56,light rain
314,Saint-Pierre,RE,-21.3393,55.4781,69.48,73,0,8.05,clear sky
315,Kandrian,PG,-6.2167,149.55,76.48,87,80,9.28,broken clouds
316,Duyun,CN,26.2667,107.5167,72.43,86,15,3.33,few clouds
317,Samarai,PG,-10.6167,150.6667,75.52,68,85,8.05,overcast clouds
318,Jumla,NP,29.2747,82.1838,65.05,94,93,1.79,overcast clouds
319,Bonthe,SL,7.5264,-12.505,78.71,81,100,11.99,light rain
320,Mahon,ES,39.8885,4.2658,75.76,60,40,9.22,scattered clouds
321,La Ronge,CA,55.1001,-105.2842,77.25,50,20,2.3,smoke
322,Tucumcari,US,35.1717,-103.725,75.04,60,20,8.05,few clouds
323,El Alto,PE,-4.2714,-81.2147,71.26,65,1,12.41,clear sky
324,Tilichiki,RU,60.4667,166.1,44.96,71,90,3.11,overcast clouds
325,Mora,CM,11.0461,14.1401,81.99,62,91,4.9,overcast clouds
326,Calama,CL,-22.4667,-68.9333,66.69,14,9,8.05,clear sky
327,Esmeraldas,BR,-19.7625,-44.3139,69.91,35,87,7.31,overcast clouds
328,Husavik,IS,66.0449,-17.3389,57.11,63,97,6.08,overcast clouds
329,Guanay,BO,-15.4975,-67.8797,66.74,82,100,1.1,overcast clouds
330,Leninskoye,KZ,41.7589,69.3864,89.38,17,18,5.01,few clouds
331,Saldanha,ZA,-33.0117,17.9442,57.27,89,37,8.43,scattered clouds
332,Mozarlandia,BR,-14.7447,-50.5706,95.81,21,6,3.74,clear sky
333,Okhotsk,RU,59.3833,143.3,63.75,47,0,25.08,clear sky
334,Lasa,IT,46.6166,10.7002,61.68,97,100,6.85,light rain
335,Semporna,MY,4.4818,118.6112,79.0,85,22,3.6,few clouds
336,Namtsy,RU,62.7161,129.6658,60.91,59,63,5.21,broken clouds
337,Juba,SS,4.8517,31.5825,77.32,74,99,3.13,overcast clouds
338,Talnakh,RU,69.4865,88.3972,52.65,94,100,6.06,overcast clouds
339,Padang,ID,-0.9492,100.3543,77.05,88,89,1.68,overcast clouds
340,Quang Ngai,VN,15.1167,108.8,79.7,84,100,4.45,overcast clouds
341,Wattegama,LK,6.7989,81.4808,80.89,66,100,6.85,overcast clouds
342,Arti,RU,56.4234,58.5328,66.29,77,12,4.88,few clouds
343,Dubti,ET,11.7361,41.0853,93.74,39,22,4.5,few clouds
344,Sakaide,JP,34.3167,133.85,81.54,74,85,1.68,overcast clouds
345,Umm Lajj,SA,25.0213,37.2685,92.5,42,0,4.56,clear sky
346,Dingle,PH,10.9995,122.6711,78.06,86,100,8.86,overcast clouds
347,Rio Gallegos,AR,-51.6226,-69.2181,48.25,61,0,12.66,clear sky
348,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,72.37,30,0,6.6,clear sky
349,Mitsamiouli,KM,-11.3847,43.2844,76.82,70,24,5.28,few clouds
